pmid,title,year,journal,doi,content_sha256,drive_file_id,drive_filename_citation,metadata_patched
local_0ab41681,Motor synergies: Evidence for a novel motor signature in autism spectrum disorder,2021,"Cognition, 213, Article 104652",10.1016/j.cognition.2021.104652,725f4e67b970f0b1bafccff350c007feabafe993d6d983f906085b91c252ce76,19F0LDl8yGo_5C6zffm1QOia1L9uEbByj,"Emanuele, M., Nazzaro, G., Marini, M., Veronesi, C., Boni, S., Polletta, G., D'Ausilio, A., & Fadiga, L. (2021). Motor synergies: Evidence for a novel motor signature in autism spectrum disorder. Cognition, 213, Article 104652. https://doi.org/10.1016/j.cognition.2021.104652",
local_9ca9b2cc,Personalized Robot Interventions for Autistic Children: An Automated Methodology for Attention Assessment,2021,International Journal of Social Robot,10.1007/s12369-020-00639-8,3872eef4442c5ac700f40789700e40162418cd3ad443ff5551acacae6343ad57,1VzGfE1Ka9TKFvi4Q8BFqvIZ7vUG4ynGb,"Alnajjar, F., Cappuccio, M., Renawi, A., Mubin, O., & Loo, C. K. (2021). Personalized Robot Interventions for Autistic Children: An Automated Methodology for Attention Assessment. International Journal of Social Robotics, 13(1), 67-82. https://doi.org/10.1007/s12369-020-00639-8",
local_02fa4215,Predictive Analysis of Autism Spectrum Disorder (ASD) using Machine Learning,2021,2021 International Conference on Frontiers of Information Technology (FIT),10.1109/fit53504.2021.00063,ac31340e1818bc1c662c7625b4d7fa8103249e752fa892e08ca426f447d207f2,12fvoXF6VH3cgbFjGAVqtq8tktZsLi5x6,"Farooqi, N., Bukhari, F., & Iqbal, W. (2021). Predictive Analysis of Autism Spectrum Disorder (ASD) using Machine Learning. In 2021 International Conference on Frontiers of Information Technology (FIT) (pp. 305-310). IEEE. https://doi.org/10.1109/fit53504.2021.00063",doi_filled
local_29a3fc54,Quantifying Voice Characteristics for Detecting Autism,2021,"Frontiers in Psychology, 12, Article 665096",10.3389/fpsyg.2021.665096,2e8e78448aa0b90e986500aedc1fe2a641df943d92ebc2eaa26792eec71387ad,1TbXI7MyKUbSdH8BPXOPGIBzRi0m4xmqL,"Asgari, M., Chen, L., & Fombonne, E. (2021). Quantifying Voice Characteristics for Detecting Autism. Frontiers in Psychology, 12, Article 665096. https://doi.org/10.3389/fpsyg.2021.665096",
local_b7ec3755,Early detection of children with Autism Spectrum Disorder based on visual exploration of images,2021,"Signal Processing: Image Communication, 94, Article 116184",10.1016/j.image.2021.116184,200b1924af6669a13e9adde83a36fa7238a27976113f78edc068214130010eaa,177XblSFww9WUtfockbRZrUE-urgTJkFV,"Mazumdar, P., Arru, G., & Battisti, F. (2021). Early detection of children with Autism Spectrum Disorder based on visual exploration of images. Signal Processing: Image Communication, 94, Article 116184. https://doi.org/10.1016/J.IMAGE.2021.116184",doi_filled+title_repaired+journal_repaired
local_684969f6,Predicting ASD Diagnosis in Children with Synthetic and Image-based Eye Gaze Data,2021,"Signal Processing: Image Communication, 94, Article 116198",10.1016/j.image.2021.116198,58d57d263785514d8c4810304b6861601104762ad3574aed4b5dda5f288e3273,190BOWOo22_Dbq3HiOsKxiV4dNlc4nMN4,"Liaqat, S., Wu, C., Duggirala, P. R., Cheung, S. C. S., Chuah, C. N., Ozonoff, S., & Young, G. (2021). Predicting ASD Diagnosis in Children with Synthetic and Image-based Eye Gaze Data. Signal Processing: Image Communication, 94, Article 116198. https://doi.org/10.1016/j.image.2021.116198",doi_filled+title_repaired+journal_repaired
local_35004e74,Using 2D video-based pose estimation for automated prediction of autism spectrum disorders in young children,2021,"Scientific Reports, 11(1), Arti",10.1038/s41598-021-94378-z,953652c8ee74238fda625d9577110df477c385d7aaa9a7c35419056307f75596,1Exhpt1X0IdTcFzTSWYKzsziaxmfL7bWj,"Kojovic, N., Natraj, S., Mohanty, S. P., Maillart, T., & Schaer, M. (2021). Using 2D video-based pose estimation for automated prediction of autism spectrum disorders in young children. Scientific Reports, 11(1), Article 15069. https://doi.org/10.1038/s41598-021-94378-z",
local_fa91fc18,Using Technology to Identify Children With Autism Through Motor Abnormalities,2021,"Frontiers in Psychology, 12, Article 635696",10.3389/fpsyg.2021.635696,01b654cda351818fbc4b24004ebb0c0036e06c002fe85ad0665bbab54cb9cb9a,1UUjfK4Q-nrq-2b9KLg-7ba050x_L-HwI,"Simeoli, R., Milano, N., Rega, A., & Marocco, D. (2021). Using Technology to Identify Children With Autism Through Motor Abnormalities. Frontiers in Psychology, 12, Article 635696. https://doi.org/10.3389/fpsyg.2021.635696",
local_115dfe8d,A Multimodal Approach for Identifying Autism Spectrum Disorders in Children,2022,"IEEE Transactions on Neural Systems and Rehabilitation Engineering, 30, 2003-2011",10.1109/tnsre.2022.3192431,84a863f8d5265ef10c0289f9ee0308d9b7d552d7640bfe627f94e305304ce700,1kmJKKbNXiJkVSGtyeQ81XJLIzGU8-Vnk,"Han, J., Jiang, G., Ouyang, G., & Li, X. (2022). A Multimodal Approach for Identifying Autism Spectrum Disorders in Children. IEEE Transactions on Neural Systems and Rehabilitation Engineering, 30, 2003-2011. https://doi.org/10.1109/tnsre.2022.3192431",doi_filled
local_5b7ea7dc,AI-assisted Initiation to Joint Attention Evaluation for Autism Spectrum Disorder Detection,2022,2022 IEEE 3rd Intern,10.1109/ichms56717.2022.9980778,57af9e641bb96977838e3990a1a44d1a2693ab8e164b03e8095dbb6571f2fc03,198NVIRnYcLcf_ojgJ9WEhuw13o_9yNnq,"Chanyoung, K., Soyeon, K., Yu Rang, P., Soon-Beom, H., Mindong, S., Lim, J., & Bongkyung, J. (2022). AI-assisted Initiation to Joint Attention Evaluation for Autism Spectrum Disorder Detection. In 2022 IEEE 3rd International Conference on Human-Machine Systems (ICHMS) (pp. 1-6). IEEE. https://doi.org/10.1109/ichms56717.2022.9980778",doi_filled
local_87fe26aa,Application of Machine Learning Techniques to Detect the Children with Autism Spectrum Disorder,2022,"Journal of Healthcare Engineering, 2022, 1-10",10.1155/2022/9340027,2e64ddb091c96d201f0c8911c140597b207bd6bdd4b43c482aa497fd1d3870ae,1zcZuquze865vnAD9tR1agRkyTJAieXWH,"Liao, M., Duan, H., & Wang, G. (2022). Application of Machine Learning Techniques to Detect the Children with Autism Spectrum Disorder. Journal of Healthcare Engineering, 2022, 1-10. https://doi.org/10.1155/2022/9340027",doi_filled
local_893ce2fa,An optimized Kernel Extreme Learning Machine for the classification of the autism spectrum disorder by using gaze tracking images,2022,"Applied Soft Computing, 120, Article 108654",10.1016/j.asoc.2022.108654,d5b745653c7a341f485491f01f53b62966abcd2abb2bbf00370cf2aa7e331bd5,1mO0oqRMrb9cS1z6jeYadSyoV5G136cYt,"Gaspar, A., Oliva, D., Hinojosa, S., Aranguren, I., & Zaldivar, D. (2022). An optimized Kernel Extreme Learning Machine for the classification of the autism spectrum disorder by using gaze tracking images. Applied Soft Computing, 120, Article 108654. https://doi.org/10.1016/j.asoc.2022.108654",doi_filled+title_repaired+journal_repaired
local_dffe4127,Atypical gaze patterns in autistic adults are heterogeneous across but reliable within individuals,2022,Molecular Auti,10.1186/s13229-022-00517-2,ae5bcf73d7c3adf62f3ecf3b9524f5cf1a404ccf3ed00e97f9b2ae37d9dd0c80,1jbS4mkKFy_wKXjXrdFrXxOGkCYQWM3_2,"Keles, U., Kliemann, D., Byrge, L., Saarimäki, H., Paul, L. K., Kennedy, D. P., & Adolphs, R. (2022). Atypical gaze patterns in autistic adults are heterogeneous across but reliable within individuals. Molecular Autism, 13(1), Article 39. https://doi.org/10.1186/s13229-022-00517-2",
local_2b766683,Classifying Autism From Crowdsourced Semistructured Speech,2022,JMIR,10.2196/35406,48568e5d9c43f4844432d98cbfe84a97821f05e6131bc30df6cfece8845e3f8e,1YtqE1SRWHsGEkhM3ZrXrfH1X0QwhmE0A,"Chi, N. A., Washington, P., Kline, A., Husic, A., Hou, C., He, C., Dunlap, K., & Wall, D. P. (2022). Classifying Autism From Crowdsourced Semistructured Speech Recordings: Machine Learning Model Comparison Study. JMIR Pediatrics and Parenting, 5(2), Article e35406. https://doi.org/10.2196/35406",doi_filled
local_2895bdf0,Combining voice and language features improves automated autism detection,2022,"Autism Research, 15(7), 1288-1300",10.1002/aur.2733,8f35e1ff983f78a6cefaec858be5eccfcb12adcf44a9b56d60124dfc1b3dd032,1AaW8N_bEVVeTWJ_Zm7jf4mbQcC32JdMT,"MacFarlane, H., Salem, A. C., Chen, L., Asgari, M., & Fombonne, E. (2022). Combining voice and language features improves automated autism detection. Autism Research, 15(7), 1288-1300. https://doi.org/10.1002/aur.2733",
local_423b636b,Complexity analysis of head movements in autistic toddlers,2022,,10.1111/jcpp.13681,b31b2d37e189b4cf3865257ee538a56bf77aee94aa13429c1e4de6422c2d67e2,1ePcmVdU35wfXqO4gPqNk1INEOY-89ExK,"Krishnappa Babu, P. R., Di Martino, J. M., Chang, Z., Perochon, S., Aiello, R., Carpenter, K. L. .. H., Compton, S., Davis, N., Franz, L., Espinosa, S., Flowers, J., Dawson, G., & Sapiro, G. (2022). Complexity analysis of head movements in autistic toddlers. Journal of Child Psychology and Psychiatry, 64(1), 156-166. https://doi.org/10.1111/jcpp.13681",doi_filled
local_ffa35101,Cross-linguistic patterns of speech prosodic differences in autism: A machine learning study,2022,"PLOS ONE, 17(6)",10.1371/journal.pone.0269637,fb232886e9d26b8e5db3d76cdc13e18e1a1bba34564b2abc97130432a8a9ca5d,1uus1Usr5WuHsGPj1LfJ2PISmsTtFiao3,"Lau, J. C. Y., Patel, S., Kang, X., Nayar, K., Martin, G. E., Choy, J., Wong, P. C. M., & Losh, M. (2022). Cross-linguistic patterns of speech prosodic differences in autism: A machine learning study. PLOS ONE, 17(6), Article e0269637. https://doi.org/10.1371/journal.pone.0269637",doi_filled
local_81ecbc6f,Detecting autism from picture book narratives using deep neural utterance embeddings,2022,"International Journal of Language & Communication Disorders, 57(5), 948-962",10.1111/1460-6984.12731,3230655ba30a749f2ba078981ce1160595a65c7810c670a96934f5a14965f180,1JPSlLxO7quEv5PPJfELS4R6PIP98Kp9l,"Wawer, A., & Chojnicka, I. (2022). Detecting autism from picture book narratives using deep neural utterance embeddings. International Journal of Language & Communication Disorders, 57(5), 948-962. https://doi.org/10.1111/1460-6984.12731",
local_bc62bc4b,Development of a visual attention based decision support system for autism spectrum disorder screening,2022,"International Journal of Psychophysiology, 173, 69-8",10.1016/j.ijpsycho.2022.01.004,7118f5a5179fa2502a15769666a6217045f5262a19dc349d3301d81a999726ab,1i3U3OyfVKMoNolNvesfOby_HgWreZYBM,"Ozdemir, S., Akin-Bulbul, I., Kok, I., & Ozdemir, S. (2022). Development of a visual attention based decision support system for autism spectrum disorder screening. International Journal of Psychophysiology, 173, 69-81. https://doi.org/10.1016/j.ijpsycho.2022.01.004",doi_filled
local_889d9bd6,Different Eye Tracking Patterns in Autism Spectrum Disorder in Toddler and Preschool Children,2022,,10.3389/fpsyt.2022.899521,ee0ad9f69ba0d603d40524ba90f56fcef7577c3e392345ea64faaa1db994d3ea,1_Z_s_kc9tznMgWZpbpG0ys7dZr0uMTTL,"Kong, X. J., Wei, Z., Sun, B., Tu, Y., Huang, Y., Cheng, M., Yu, S., Wilson, G., Park, J., Feng, Z., Vangel, M., Kong, J., & Wan, G. (2022). Different Eye Tracking Patterns in Autism Spectrum Disorder in Toddler and Preschool Children. Frontiers in Psychiatry, 13, Article 899521. https://doi.org/10.3389/fpsyt.2022.899521",
local_361b59fb,Evaluation of an artificial intelligence-based medical device for diagnosis of autism spectrum disorder,2022,npj Digital Medicine,10.1038/s41746-022-00598-6,1773c4396a81d429f889936ac0f02e74b016ff5354730decce6217fe3aefcbcb,1ZMAxAg2cngx5c_pZ7-xbWDFOezEgDwlz,"Megerian, J. T., Dey, S., Melmed, R. D., Coury, D. L., Lerner, M., Nicholls, C. J., Sohl, K., Rouhbakhsh, R., Narasimhan, A., Romain, J., Golla, S., Shareef, S., Ostrovsky, A., Shannon, J., Kraft, C., Liu-Mayo, S., Abbas, H., Gal-Szabo, D. E., Wall, D. P., & Taraman, S. (2022). Evaluation of an artificial intelligence-based medical device for diagnosis of autism spectrum disorder. npj Digital Medicine, 5(1), Article 57. https://doi.org/10.1038/s41746-022-00598-6",
local_afdb603d,Extraction and Classification of Acoustic Features from Italian Speaking Children with Autism Spectrum Disorders.,2022,Proceedings of the RaPID Workshop - Resources,,1a9447191c48c4596737e4bee09aaeaaeb7b69070d5bb62433d661feac443ac1,1QvnCkotv0v0g7gm6CQb-Igfm0JIB3yRC,"Beccaria, F., Gagliardi, G., & Kokkinakis, D. (2022). Extraction and Classification of Acoustic Features from Italian Speaking Children with Autism Spectrum Disorders. In Proceedings of the RaPID Workshop - Resources and ProcessIng of linguistic, para-linguistic and extra-linguistic Data from people with various forms of cognitive/psychiatric/developmental impairments - within the 13th Language Resources and Evaluation Conference (pp. 22-30). European Language Resources Association. https://aclanthology.org/2022.rapid-1.4/",
local_4f7e7eb3,Eye Tracking-Based Diagnosis and Early Detection of Autism Spectrum Disorder Using Machine Learning and Deep Learning Techniques,2022,,10.3390/electronics11040530,e8e0213ff45d8f3d14ff64799bc73c507cec8b23670c1620e6410a0ff52c217a,15pwYrTHEh0N4VbKAF1zsBrYQ_aQjRgYU,"Ahmed, I. A., Senan, E. M., Rassem, T. H., Ali, M. A. H., Shatnawi, H. S. A., Alwazer, S. M., & Alshahrani, M. (2022). Eye Tracking-Based Diagnosis and Early Detection of Autism Spectrum Disorder Using Machine Learning and Deep Learning Techniques. Electronics, 11(4), 530. https://doi.org/10.3390/electronics11040530",
local_db6c2d7c,Identification of Social Engagement Indicators Associated With,2022,,10.2196/31830,60b2673f5ecd980b06482efe8bb22d402605396e7de9010dacfcad75da0c3a2f,1FVVLkVIzmqnwWmd_WlydfzJ9UPR3rCUX,"Varma, M., Washington, P., Chrisman, B., Kline, A., Leblanc, E., Paskov, K., Stockham, N., Jung, J. Y., Sun, M. W., & Wall, D. P. (2022). Identification of Social Engagement Indicators Associated With Autism Spectrum Disorder Using a Game-Based Mobile App: Comparative Study of Gaze Fixation and Visual Scanning Methods. Journal of Medical Internet Research, 24(2), Article e31830. https://doi.org/10.2196/31830",doi_filled
local_8b5fb23b,Investigation of Eye-Tracking Scan Path as a Biomarker for Autism Screening Using Machine Learning Algorithms,2022,"Diagnostics, 12(2), 518",10.3390/diagnostics12020518,84542bd80340a89f0b9529e2a6176475aae245d1e90db230873faac758df1d3c,1byucuGUQ6FKTc8AdyUAN7rxdXC7vs-TN,"Kanhirakadavath, M. R., & Chandran, M. S. M. (2022). Investigation of Eye-Tracking Scan Path as a Biomarker for Autism Screening Using Machine Learning Algorithms. Diagnostics, 12(2), 518. https://doi.org/10.3390/diagnostics12020518",
local_6dcefc34,Machine learning models using mobile game play accurately classify children with autism,2022,Intell,10.1016/j.ibmed.2022.100057,5cb7e0f5d8a536dfc0ca16d04de9ca1cceae952e8803eaada92190a86a659ea2,1By3eKZZQOkdUEDPsBmoixoeBVPefr8ky,"Deveau, N., Washington, P., Leblanc, E., Husic, A., Dunlap, K., Penev, Y., Kline, A., Mutlu, O. C., & Wall, D. P. (2022). Machine learning models using mobile game play accurately classify children with autism. Intelligence-Based Medicine, 6, Article 100057. https://doi.org/10.1016/j.ibmed.2022.100057",doi_filled
local_65974fc7,Speech Signal Analysis of Autistic Children Based on Time-Frequency Domain Distinguishing Feature Extraction,2022,2022 IEEE 34th International Conference on Tools with Artificial,10.1109/ictai56018.2022.00164,fd875a1c6920f4342084d39c568ac89b64da1f64813d3278586aaadcb9a9dfb5,1PI8oQ63iQY-uYjLjqY_GkTxvX9JDFn_r,"Chen, L., Zhang, C., & Gao, X. (2022). Speech Signal Analysis of Autistic Children Based on Time-Frequency Domain Distinguishing Feature Extraction. In 2022 IEEE 34th International Conference on Tools with Artificial Intelligence (ICTAI) (pp. 1076-1081). IEEE. https://doi.org/10.1109/ictai56018.2022.00164",doi_filled
local_988c462e,The Impact of Speaker Diarization on DNN-based Autism Severity Estimation,2022,2022 44th Annual International Conference of the IEEE Engineering in Medicine &,10.1109/embc48229.2022.9871523,3dda3b9277ba3871c6889de534219541cbb9e3a2344c8cb9e842eafa925e2f4b,1QQo59moXZ4mH9y5c43yBdP033enTpgs0,"Eni, M., Gorodetski, A., Dinstein, I., & Zigel, Y. (2022). The Impact of Speaker Diarization on DNN-based Autism Severity Estimation. In 2022 44th Annual International Conference of the IEEE Engineering in Medicine & Biology Society (EMBC) (pp. 3414-3417). IEEE. https://doi.org/10.1109/embc48229.2022.9871523",doi_filled
local_76de1c03,The Use of Social Robots in the Diagnosis of Autism in Preschool Children,2022,"Applied Sciences, 12(",10.3390/app12178399,65af230a9a137134374f90b77cbe641dbeed64b2a379d999f46f43972b327ea4,1AfCp4NwTMVi5OsHOy9nXgnn0UtUS3CF-,"Arent, K., Brown, D. J., Kruk-Lasocka, J., Niemiec, T. L., Pasieczna, A. H., Standen, P. J., & Szczepanowski, R. (2022). The Use of Social Robots in the Diagnosis of Autism in Preschool Children. Applied Sciences, 12(17), Article 8399. https://doi.org/10.3390/app12178399",doi_filled
local_3ba6d25c,Use of Oculomotor Behavior to Classify Children with Autism and Typical Development: A Novel Implementation of the Machine Learning Approach,2022,Jo,10.1007/s10803-022-05685-x,d623501875433e6b297b6f5c48b1741ae972b7c5b2bdd14dfb55236158692e02,1rNyVb29sJSRs2GlPJ8H-pDjai_y34YPo,"Zhao, Z., Wei, J., Xing, J., Zhang, X., Qu, X., Hu, X., & Lu, J. (2022). Use of Oculomotor Behavior to Classify Children with Autism and Typical Development: A Novel Implementation of the Machine Learning Approach. Journal of Autism and Developmental Disorders, 53(3), 934-946. https://doi.org/10.1007/s10803-022-05685-x",
local_70a30e2b,A Sensorized Toy Car for Autism Screening Using Multi-Modal Features,2023,"Sustainability, 15(10), Article 7790",10.3390/su15107790,9bfd5255be50fc828e6e49f42f3175848d196b09e174dbca039569284524d279,1JyVSkwuV5N7yzRGx6PIRnlV-26pRzxIP,"Mehralizadeh, B., Baradaran, B., Nikkhoo, S., Soleiman, P., & Moradi, H. (2023). A Sensorized Toy Car for Autism Screening Using Multi-Modal Features. Sustainability, 15(10), Article 7790. https://doi.org/10.3390/su15107790",
local_a22f97df,A deep learning latent variable model to identify children with autism through motor abnormalities,2023,"Frontiers in Psychology, 14, Article 1194760",10.3389/fpsyg.2023.1194760,65eae6e792aff63d4c426d1a0a81648c093b158352d448d61524c2606ee41b5a,1sADClBpEEBNKanljW1cl1nEXDfjGORly,"Milano, N., Simeoli, R., Rega, A., & Marocco, D. (2023). A deep learning latent variable model to identify children with autism through motor abnormalities. Frontiers in Psychology, 14, Article 1194760. https://doi.org/10.3389/fpsyg.2023.1194760",doi_filled
local_c6853fe2,A multimodal discrimination method for the response to name behavior of autistic children based on human pose tracking and head pose estimation,2023,Displa,10.1016/j.displa.2022.102360,cd597207fd7fe24554a1d76c75900f260f602b9c9e374d0f254a2c38239e32be,1v_gqwaQavL5_VUCPRo6p1NP_FARZO68p,"Song, C., Wang, S., Chen, M., Li, H., Jia, F., & Zhao, Y. (2023). A multimodal discrimination method for the response to name behavior of autistic children based on human pose tracking and head pose estimation. Displays, 76, Article 102360. https://doi.org/10.1016/j.displa.2022.102360",doi_filled
local_f1b626c8,Classification of autistic and normal children using analysis of eye-tracking data from computer games,2023,"Signal, Image a",10.1007/s11760-023-02668-y,f42bb30e1679579124923b9ad1c4ad452b8fa66675b79ad2c675b35412a6cebe,1Ij9G1rEcAepPGnfF4GQFLIitkPB7s5rj,"Aminoleslami, S., Maghooli, K., Sammaknejad, N., Haghipour, S., & Sadeghi-Firoozabadi, V. (2023). Classification of autistic and normal children using analysis of eye-tracking data from computer games. Signal, Image and Video Processing, 17(8), 4357-4365. https://doi.org/10.1007/s11760-023-02668-y",
local_6249bd63,Comparison of Human Experts and AI in Predicting Autism from Facial Behavior,2023,Joint Proceedings of the ACM IUI 20,,e5f2a8f2ffb29048c9af29d13b11220a0f9f0ddb720b171961f8cc6b8ab1e97e,13A85hG73FkDVb2TheegKI5i_PN91vHRs,"Sariyanidi, E., Zampella, C. J., DeJardin, E., Herrington, J. D., Schultz, R. T., & Tunc, B. (2023). Comparison of Human Experts and AI in Predicting Autism from Facial Behavior. In Joint Proceedings of the ACM IUI 2023 Workshops (pp. 48-57). CEUR-WS.org. https://ceur-ws.org/Vol-3359/paper6.pdf",
local_8b9e0e8a,Dynamic Viewing Pattern Analysis: Towards Large-Scale Screening of Children With ASD in Remote Areas,2023,IEEE Transactions on Biomedical Engineerin,10.1109/tbme.2022.3223736,7ad56c01ae859302404d01d80f56591d6e15e183f88730cb3491bb374b414601,1w7fwBzjzh9BPlJq3-Rg38HP6QvNp8J8z,"Xia, C., Zhang, D., Li, K., Li, H., Chen, J., Min, W., & Han, J. (2023). Dynamic Viewing Pattern Analysis: Towards Large-Scale Screening of Children With ASD in Remote Areas. IEEE Transactions on Biomedical Engineering, 70(5), 1622-1633. https://doi.org/10.1109/tbme.2022.3223736",doi_filled
local_0e476686,Early Detection of Autism Spectrum Disorder through AI-Powered Analysis of Social Media Texts,2023,,10.1109/cbms58004.2023.00223,e2c8551a400b3123029973d5a8ba9ae244c9adfec989200b29e1d51242e7c039,1C3qwCV9LnfJx4Z7YPFwtEUMDLXHszU7e,"Rubio-Martín, S., García-Ordás, M. T., Bayón-Gutiérrez, M., Prieto-Fernández, N., & Benítez-Andrades, J. A. (2023). Early Detection of Autism Spectrum Disorder through AI-Powered Analysis of Social Media Texts. In 2023 IEEE 36th International Symposium on Computer-Based Medical Systems (CBMS) (pp. 235-240). IEEE. https://doi.org/10.1109/cbms58004.2023.00223",doi_filled
local_fbaf69bf,Exploring Complexity of Facial Dynamics in Autism Spectrum Disorder,2023,IEEE Tr,10.1109/taffc.2021.3113876,ce82466085165f8dd70326f675a43381b84738ccb0de064f509dbd2cdb1cce2a,1f3g5Nx03fYuJw9oDQUSrkN583Kxnbzbm,"Babu, P. R. K., Di Martino, J. M., Chang, Z., Perochon, S., Carpenter, K. L. H., Compton, S., Espinosa, S., Dawson, G., & Sapiro, G. (2023). Exploring Complexity of Facial Dynamics in Autism Spectrum Disorder. IEEE Transactions on Affective Computing, 14(2), 919-930. https://doi.org/10.1109/taffc.2021.3113876",doi_filled
local_74416ba7,Eye-movement analysis on facial expression for identifying children and adults with neurodevelopmental disorders,2023,Fr,10.3389/fdgth.2023.952433,9cc2ebcd203f7c818f2a5085f2c4d5c9f071b4534ceef6be5acbdc86174b5112,1dxzahUTqfn0uv0w7LSwtPrOOVk3Lv_oi,"Iwauchi, K., Tanaka, H., Okazaki, K., Matsuda, Y., Uratani, M., Morimoto, T., & Nakamura, S. (2023). Eye-movement analysis on facial expression for identifying children and adults with neurodevelopmental disorders. Frontiers in Digital Health, 5, Article 952433. https://doi.org/10.3389/fdgth.2023.952433",
local_7c6a5aa4,"Large-scale Investigations of AAC Usage Patterns: Trends, Autism, and Stacked Autoencoders",2023,2,10.1109/ccwc57344.2023.10099096,f869451539e1c0522fe53d7dbff497df21292f6655ddebcbef3ad4da77e09d13,1WCO2GcLTSp1vfyZaoFMDlye6s8uZoOB-,"Atyabi, A., Boccanfuso, L., Snider, J. .. C., Kim, M., Barney, E., Ahn, Y. A., Li, B., Dommer, K. J., & Shic, F. (2023). Large-scale Investigations of AAC Usage Patterns: Trends, Autism, and Stacked Autoencoders. In 2023 IEEE 13th Annual Computing and Communication Workshop and Conference (CCWC) (pp. 851-859). IEEE. https://doi.org/10.1109/ccwc57344.2023.10099096",doi_filled
local_8a706eaa,Development and Validation of a Joint Attention-Based Deep Learning System for Detection and Symptom Severity Assessment of Autism Spectrum Disorder,2023,"JAMA Network Open, 6(5), Article e2315174",10.1001/jamanetworkopen.2023.15174,9a7b71c6468ca21abf6a19b33340c026cdd2a254e3e8a3dcf73243d40b16548d,1iItgS12v1Iu55JF8_j6uxltRg8S7mgKk,"Ko, C., Lim, J. H., Hong, J., Hong, S. B., & Park, Y. R. (2023). Development and Validation of a Joint Attention-Based Deep Learning System for Detection and Symptom Severity Assessment of Autism Spectrum Disorder. JAMA Network Open, 6(5), Article e2315174. https://doi.org/10.1001/jamanetworkopen.2023.15174",doi_filled+title_repaired+journal_repaired
local_6b9484ce,Predicting autism in children at an early stage using eye tracking,2023,2023 2nd International Conference on Vision Towards Emerging Trends in Communication and Networking Technolo,10.1109/vitecon58111.2023.10157663,8121775a2395ebb440a6eee7c78c13e33a91180f8fbc503b3fcfd01c8e9aa0a2,1ZNz_XRYg_Y6JJskZvXqG7HEUdCJERKrn,"Kannan, R. M., & Sasikala, R. (2023). Predicting autism in children at an early stage using eye tracking. In 2023 2nd International Conference on Vision Towards Emerging Trends in Communication and Networking Technologies (ViTECoN) (pp. 1-6). IEEE. https://doi.org/10.1109/vitecon58111.2023.10157663",doi_filled
local_c6a4ea7b,SPASHT: Semantic and Pragmatic Speech Features for Automatic Assessment of Autism,2023,"ICASSP 2023 - 2023 IEEE International Conference on Acoustics, Speech and Signal Processin",10.1109/icassp49357.2023.10095135,08c10ffc5a5eea7150f131c11f9cfd359f076073a414b1e833cad3f30d4cf075,1dKONG1FIyUZafHhunjhYkXY7_OxVvZrd,"B, A., Narayan, V., & Shukla, J. (2023). SPASHT: Semantic and Pragmatic Speech Features for Automatic Assessment of Autism. In ICASSP 2023 - 2023 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP) (pp. 1-5). IEEE. https://doi.org/10.1109/icassp49357.2023.10095135",doi_filled
local_5c43dffa,Stratification of Children with Autism Spectrum Disorder Through Fusion of Temporal Information in Eye-gaze Scan-Paths,2023,,10.1145/3539226,13681a18ff227c55c3d2903bb2716e56154746d00b9865f3880e76c93bb8c3ac,1sOf0IBKgdGIwj4NJ1zlcH3P8IkzI77zL,"Atyabi, A., Shic, F., Jiang, J., Foster, C. E., Barney, E., Kim, M., Li, B., Ventola, P., & Chen, C. H. (2023). Stratification of Children with Autism Spectrum Disorder Through Fusion of Temporal Information in Eye-gaze Scan-Paths. ACM Transactions on Knowledge Discovery from Data, 17(2), 1-20. https://doi.org/10.1145/3539226",
local_32da8ede,A Convolutional Deep Neural Network Approach to Predict Autism Spectrum Disorder Based on Eye-Tracking Scan Paths,2024,"Information, 15(3), 133",10.3390/info15030133,8f6734a1708f0b8032d251598cc4eca9bb56993ceb108a245497f65392cc7f29,1y7P_Na-7CXoskj60yvt-5Gm6MRZq9STs,"Alsaidi, M., Obeid, N., Al-Madi, N., Hiary, H., & Aljarah, I. (2024). A Convolutional Deep Neural Network Approach to Predict Autism Spectrum Disorder Based on Eye-Tracking Scan Paths. Information, 15(3), 133. https://doi.org/10.3390/info15030133",
local_15ed96cb,A Prediction Model of Autism Spectrum Diagnosis from Well-Baby Electronic Data Using Machine Learning,2024,"Children, 11(4), 429",10.3390/children11040429,7dcc114cdf4f706fc687d6f5c9082a4dbbdb56641a491aa1004eb5cc59b7851b,1c5e53x-zBDmFC7zWNoeMfw5TLN1wfw06,"Ben-Sasson, A., Guedalia, J., Nativ, L., Ilan, K., Shaham, M., & Gabis, L. V. (2024). A Prediction Model of Autism Spectrum Diagnosis from Well-Baby Electronic Data Using Machine Learning. Children, 11(4), 429. https://doi.org/10.3390/children11040429",doi_filled
